order_item_id,order_id,product_id,quantity,unit_price,discount_percent,total_sales,profit
I000792,ORD-11326,P00009,1.0,42.6,15.0,36.21,-0.59
I000793,ORD-10379,P00021,1.0,7.85,10.0,7.06,-6.07
I000794,ORD-10754,P00040,6.0,203.47,10.0,1098.74,353.12
I000795,ORD-10394,P00027,8.0,14.51,20.0,92.86,6.95
I000796,ORD-10464,P00021,7.0,18.79,5.0,124.95,56.64
I000797,ORD-11428,P00013,1.0,18.75,0.0,18.75,1.09
I000798,ORD-11969,P00032,4.0,130.45,0.0,521.8,216.3
I000799,ORD-11981,P00001,1.0,231.11,10.0,208.0,72.02
I000800,ORD-10660,P00012,2.0,35.17,25.0,52.76,6.62
I000801,ORD-10768,P00001,13.0,73.44,15.0,811.51,252.08
I000802,ORD-11299,P00020,2.0,9.1,0.0,18.2,0.35
I000803,ORD-10295,P00013,3.0,14.61,15.0,37.26,2.86
I000804,ORD-10832,P00024,5.0,15.19,10.0,68.36,21.47
I000805,ORD-11250,P00023,1.0,116.53,10.0,104.88,30.27
I000806,ORD-11581,P00025,5.0,45.28,25.0,169.8,44.05
I000807,ORD-10064,P00028,1.0,43.07,20.0,34.46,2.43
I000808,ORD-10665,P00007,5.0,23.69,15.0,100.68,32.61
I000809,ORD-10687,P00004,3.0,80.36,20.0,192.86,51.23
I000810,ORD-10806,P00029,3.0,39.53,15.0,100.8,26.56
I000811,ORD-10813,P00003,5.0,10.25,15.0,43.56,10.72
I000812,ORD-10956,P00026,2.0,14.32,10.0,25.78,5.89
I000813,ORD-11558,P00011,8.0,9.0,0.0,72.0,22.83
I000814,ORD-10078,P00038,5.0,77.97,5.0,370.36,155.03
I000815,ORD-11634,P00012,3.0,70.34,10.0,189.92,69.74
I000816,ORD-10092,P00031,6.0,29.44,10.0,158.98,52.95
I000817,ORD-10964,P00034,9.0,36.63,5.0,313.19,131.21
I000818,ORD-11344,P00021,1.0,13.3,15.0,11.3,-0.48
I000819,ORD-10991,P00005,5.0,184.93,5.0,878.42,315.93
I000820,ORD-11785,P00017,1.0,53.29,10.0,47.96,14.93
I000821,ORD-10250,P00003,2.0,14.0,10.0,25.2,-2.87
I000822,ORD-11053,P00032,4.0,43.88,10.0,157.97,46.6
I000823,ORD-11489,P00032,1.0,198.87,15.0,169.04,48.94
I000824,ORD-11767,P00036,3.0,53.25,5.0,151.76,52.64
I000825,ORD-10305,P00038,4.0,42.06,10.0,151.42,56.16
I000826,ORD-11106,P00029,4.0,24.16,0.0,96.64,33.86
I000827,ORD-10006,P00017,1.0,33.05,20.0,26.44,-0.71
I000828,ORD-11141,P00024,2.0,10.3,5.0,19.57,-1.86
I000829,ORD-11434,P00039,2.0,10.57,5.0,20.08,-0.54
I000830,ORD-10463,P00032,14.0,118.27,10.0,1490.2,539.08
I000831,ORD-11290,P00019,9.0,38.81,5.0,331.83,118.59
I000832,ORD-10075,P00018,1.0,9.5,5.0,9.03,-8.26
I000833,ORD-10460,P00018,1.0,9.64,10.0,8.68,-3.56
I000834,ORD-11887,P00013,2.0,10.28,10.0,18.5,-2.11
I000835,ORD-10171,P00029,3.0,20.41,5.0,58.17,14.28
I000836,ORD-10354,P00013,2.0,14.35,10.0,25.83,3.33
I000837,ORD-11171,P00016,2.0,221.74,25.0,332.61,56.23
I000838,ORD-10332,P00007,4.0,14.12,25.0,42.36,5.25
I000839,ORD-10420,P00034,4.0,49.44,25.0,148.32,35.3
I000840,ORD-11259,P00002,7.0,67.05,15.0,398.95,116.73
I000841,ORD-11678,P00013,2.0,20.62,15.0,35.05,5.24
I000842,ORD-10236,P00028,1.0,32.39,10.0,29.15,3.87
I000843,ORD-10407,P00020,1.0,4.02,15.0,3.42,-6.13
I000844,ORD-10575,P00017,10.0,39.34,20.0,314.72,89.3
I000845,ORD-11315,P00019,2.0,69.72,20.0,111.55,24.68
I000846,ORD-11548,P00012,4.0,32.79,5.0,124.6,50.95
I000847,ORD-11607,P00005,2.0,123.37,20.0,197.39,34.83
I000848,ORD-11675,P00015,8.0,363.39,10.0,2616.41,844.98
I000849,ORD-10057,P00012,8.0,82.89,5.0,629.96,274.69
I000850,ORD-10438,P00037,1.0,189.66,20.0,151.73,28.41
I000851,ORD-10616,P00022,4.0,83.03,5.0,315.51,98.9
I000852,ORD-11373,P00008,3.0,79.82,5.0,227.49,81.96
I000853,ORD-11546,P00023,2.0,128.49,20.0,205.58,52.86
I000854,ORD-11871,P00019,3.0,57.54,20.0,138.1,33.45
I000855,ORD-11999,P00033,1.0,74.6,10.0,67.14,15.58
I000856,ORD-10034,P00020,1.0,12.87,0.0,12.87,-4.39
I000857,ORD-11583,P00037,15.0,107.45,5.0,1531.16,540.71
I000858,ORD-11734,P00004,3.0,72.81,10.0,196.59,64.59
I000859,ORD-10082,P00028,2.0,69.05,25.0,103.57,25.94
I000860,ORD-10361,P00018,5.0,6.24,10.0,28.08,2.58
I000861,ORD-10515,P00005,1.0,137.49,15.0,116.87,24.26
I000862,ORD-10640,P00037,2.0,242.25,10.0,436.05,134.37
I000863,ORD-11108,P00002,1.0,128.34,15.0,109.09,27.46
I000864,ORD-11297,P00022,4.0,34.76,15.0,118.18,16.9
I000865,ORD-10804,P00029,2.0,52.77,30.0,73.88,1.14
I000866,ORD-10342,P00030,1.0,28.72,5.0,27.28,5.14
I000867,ORD-10366,P00005,3.0,264.57,5.0,754.02,268.15
I000868,ORD-10456,P00012,3.0,85.33,15.0,217.59,77.42
I000869,ORD-10732,P00030,10.0,39.28,10.0,353.52,105.59
I000870,ORD-11025,P00011,2.0,6.14,0.0,12.28,-2.25
I000871,ORD-11198,P00002,5.0,77.16,5.0,366.51,134.53
I000872,ORD-10167,P00011,3.0,5.66,10.0,15.28,-4.43
I000873,ORD-10355,P00009,4.0,112.68,0.0,450.72,167.35
I000874,ORD-11414,P00023,2.0,72.3,10.0,130.14,38.66
I000875,ORD-10056,P00008,2.0,33.61,10.0,60.5,11.65
I000876,ORD-10373,P00020,3.0,8.13,15.0,20.73,-4.91
I000877,ORD-10728,P00030,3.0,37.59,15.0,95.85,23.06
I000878,ORD-10072,P00009,3.0,52.88,0.0,158.64,51.43
I000879,ORD-10049,P00039,1.0,9.55,5.0,9.07,-7.15
I000880,ORD-11626,P00014,10.0,99.39,0.0,993.9,475.0
I000881,ORD-10147,P00032,1.0,76.11,0.0,76.11,24.09
I000882,ORD-10721,P00002,1.0,57.26,20.0,45.81,1.41
I000883,ORD-11448,P00025,2.0,42.93,5.0,81.57,25.12
I000884,ORD-11817,P00030,4.0,37.01,0.0,148.04,53.84
I000885,ORD-11735,P00010,5.0,57.38,0.0,286.9,133.3
I000886,ORD-10900,P00031,1.0,20.52,5.0,19.49,1.65
I000887,ORD-11104,P00026,5.0,10.88,5.0,51.68,10.25
I000888,ORD-11572,P00028,3.0,66.48,0.0,199.44,90.67
I000889,ORD-11924,P00030,8.0,32.31,15.0,219.71,58.65
I000890,ORD-10835,P00003,4.0,12.42,15.0,42.23,6.5
I000891,ORD-11432,P00008,2.0,54.24,10.0,97.63,28.0
I000892,ORD-11877,P00035,1.0,49.78,15.0,42.31,5.81
I000893,ORD-10224,P00019,3.0,26.2,10.0,70.74,11.85
I000894,ORD-11144,P00014,8.0,50.94,15.0,346.39,130.93
I000895,ORD-10169,P00035,6.0,26.58,20.0,127.58,14.19
I000896,ORD-10396,P00037,1.0,296.6,5.0,281.77,94.78
I000897,ORD-11152,P00037,6.0,151.62,0.0,909.72,348.29
I000898,ORD-11650,P00028,3.0,34.37,10.0,92.8,30.02
I000899,ORD-10582,P00021,2.0,10.26,0.0,20.52,-1.25
I000900,ORD-11696,P00002,5.0,128.41,30.0,449.43,82.81
I000901,ORD-10796,P00036,3.0,21.23,5.0,60.51,7.42
I000902,ORD-11791,P00003,3.0,5.26,5.0,14.99,-4.36
I000903,ORD-10104,P00039,4.0,9.24,5.0,35.11,0.14
I000904,ORD-10291,P00004,2.0,88.23,0.0,176.46,69.76
I000905,ORD-10016,P00032,2.0,111.78,0.0,223.56,91.6
I000906,ORD-10359,P00015,13.0,201.56,0.0,2620.28,1017.49
I000907,ORD-10989,P00034,1.0,48.43,20.0,38.74,7.57
I000908,ORD-11568,P00003,3.0,9.99,10.0,26.97,4.96
I000909,ORD-11021,P00034,1.0,51.37,0.0,51.37,14.42
I000910,ORD-11160,P00026,2.0,14.19,10.0,25.54,2.76
I000911,ORD-11462,P00014,4.0,59.09,5.0,224.54,94.73
I000912,ORD-10631,P00040,1.0,114.0,0.0,114.0,36.07
I000913,ORD-10936,P00030,1.0,38.44,0.0,38.44,9.11
I000914,ORD-11287,P00001,8.0,171.31,10.0,1233.43,456.73
I000915,ORD-10059,P00002,6.0,175.05,10.0,945.27,346.19
I000916,ORD-10335,P00003,5.0,11.19,15.0,47.56,0.27
I000917,ORD-10595,P00036,2.0,31.92,0.0,63.84,15.4
I000918,ORD-10614,P00033,3.0,35.49,0.0,106.47,28.96
I000919,ORD-10790,P00032,2.0,71.92,5.0,136.65,43.83
I000920,ORD-11173,P00013,9.0,20.69,0.0,186.21,80.35
I000921,ORD-11324,P00023,15.0,142.85,10.0,1928.48,727.25
I000922,ORD-10364,P00010,3.0,50.33,10.0,135.89,48.95
I000923,ORD-10445,P00007,1.0,23.24,10.0,20.92,3.09
I000924,ORD-10584,P00038,6.0,79.95,0.0,479.7,216.76
I000925,ORD-11658,P00021,1.0,14.73,0.0,14.73,-4.26
I000926,ORD-11765,P00018,4.0,15.35,10.0,55.26,14.51
I000927,ORD-10441,P00001,1.0,171.98,10.0,154.78,52.9
I000928,ORD-10898,P00033,1.0,67.18,0.0,67.18,14.78
I000929,ORD-11164,P00036,5.0,27.93,15.0,118.7,26.91
I000930,ORD-11588,P00018,2.0,8.62,15.0,14.65,-3.18
I000931,ORD-11686,P00022,7.0,77.63,15.0,461.9,124.21
I000932,ORD-10117,P00018,2.0,18.62,10.0,33.52,4.25
I000933,ORD-11074,P00005,2.0,205.48,5.0,390.41,131.04
I000934,ORD-10345,P00005,2.0,212.46,5.0,403.67,140.48
I000935,ORD-11815,P00037,2.0,232.65,0.0,465.3,179.38
I000936,ORD-10157,P00027,1.0,33.98,5.0,32.28,5.66
I000937,ORD-11803,P00038,1.0,47.83,20.0,38.26,3.38
I000938,ORD-10734,P00039,1.0,10.5,0.0,10.5,-2.87
I000939,ORD-10302,P00033,3.0,26.36,15.0,67.22,5.18
I000940,ORD-11365,P00028,3.0,63.86,5.0,182.0,75.44
I000941,ORD-11759,P00025,3.0,29.47,10.0,79.57,23.26
I000942,ORD-11750,P00028,1.0,26.54,5.0,25.21,5.03
I000943,ORD-10557,P00017,5.0,49.62,10.0,223.29,78.78
I000944,ORD-10897,P00030,3.0,44.11,0.0,132.33,46.36
I000945,ORD-11738,P00036,4.0,65.92,15.0,224.13,66.32
I000946,ORD-11737,P00032,2.0,187.45,15.0,318.66,97.21
I000947,ORD-10547,P00028,1.0,41.69,5.0,39.61,13.23
I000948,ORD-10882,P00011,2.0,3.65,5.0,6.93,-5.45
I000949,ORD-11303,P00032,5.0,190.99,5.0,907.2,367.64
I000950,ORD-11882,P00022,2.0,50.55,0.0,101.1,29.18
I000951,ORD-10227,P00038,5.0,61.44,5.0,291.84,128.02
I000952,ORD-10556,P00006,6.0,84.46,10.0,456.08,129.34
I000953,ORD-10884,P00008,4.0,53.44,10.0,192.38,64.07
I000954,ORD-11188,P00038,2.0,39.41,5.0,74.88,27.41
I000955,ORD-11340,P00001,1.0,214.3,5.0,203.59,74.5
I000956,ORD-11325,P00023,6.0,88.33,5.0,503.48,198.67
I000957,ORD-11447,P00025,2.0,73.45,5.0,139.56,59.82
I000958,ORD-10822,P00012,1.0,47.32,10.0,42.59,8.19
I000959,ORD-11747,P00028,2.0,34.14,5.0,64.87,16.79
I000960,ORD-11084,P00006,1.0,141.5,0.0,141.5,48.7
I000961,ORD-10983,P00035,9.0,55.5,5.0,474.52,154.89
I000962,ORD-11777,P00039,3.0,8.11,15.0,20.68,-4.53
I000963,ORD-10278,P00005,7.0,303.29,15.0,1804.58,512.22
I000964,ORD-11466,P00004,1.0,68.39,20.0,54.71,4.72
I000965,ORD-11816,P00003,2.0,9.72,10.0,17.5,-4.17
I000966,ORD-10144,P00020,2.0,14.53,5.0,27.61,2.76
I000967,ORD-10012,P00009,1.0,78.08,10.0,70.27,11.46
I000968,ORD-11415,P00024,5.0,9.54,0.0,47.7,14.59
I000969,ORD-11265,P00037,3.0,122.5,0.0,367.5,137.65
I000970,ORD-11311,P00033,2.0,33.34,0.0,66.68,15.32
I000971,ORD-11688,P00003,8.0,14.05,0.0,112.4,43.06
I000972,ORD-10121,P00038,3.0,22.89,20.0,54.94,8.83
I000973,ORD-11099,P00017,1.0,52.83,10.0,47.55,15.0
I000974,ORD-11660,P00036,2.0,28.41,10.0,51.14,10.55
I000975,ORD-11768,P00031,1.0,23.88,5.0,22.69,1.74
I000976,ORD-10513,P00031,6.0,25.8,20.0,123.84,23.22
I000977,ORD-11850,P00005,7.0,157.04,0.0,1099.28,429.59
I000978,ORD-11411,P00018,2.0,21.15,0.0,42.3,13.78
I000979,ORD-11498,P00021,2.0,16.71,10.0,30.08,1.05
I000980,ORD-11352,P00039,4.0,4.42,5.0,16.8,-4.65
I000981,ORD-10257,P00024,1.0,15.39,0.0,15.39,-0.69
I000982,ORD-10261,P00013,5.0,8.34,15.0,35.45,9.1
I000983,ORD-10581,P00036,1.0,47.66,0.0,47.66,12.68
I000984,ORD-10691,P00036,2.0,52.81,0.0,105.62,36.54
I000985,ORD-11189,P00035,1.0,31.63,5.0,30.05,5.23
I000986,ORD-10275,P00021,7.0,11.86,5.0,78.87,24.36
I000987,ORD-11450,P00029,1.0,24.66,20.0,19.73,-2.47
I000988,ORD-11559,P00021,8.0,19.36,10.0,139.39,60.42
I000989,ORD-11225,P00036,3.0,42.03,10.0,113.48,37.28
I000990,ORD-11636,P00030,5.0,17.3,15.0,73.52,9.51
I000991,ORD-11706,P00016,10.0,305.38,5.0,2901.11,1054.26
I000992,ORD-10222,P00012,3.0,59.82,20.0,143.57,44.26
I000993,ORD-10385,P00018,1.0,19.83,20.0,15.86,0.14
I000994,ORD-11508,P00025,2.0,86.73,10.0,156.11,59.63
I000995,ORD-10641,P00010,11.0,19.0,5.0,198.55,77.86
I000996,ORD-11587,P00025,5.0,28.49,15.0,121.08,34.82
I000997,ORD-10095,P00037,2.0,191.99,5.0,364.78,125.37
I000998,ORD-11444,P00024,3.0,9.42,0.0,28.26,-0.26
I000999,ORD-11549,P00002,2.0,70.74,15.0,120.26,29.09
I001000,ORD-10516,P00023,2.0,131.07,10.0,235.93,83.17
I001001,ORD-10586,P00004,3.0,50.5,10.0,136.35,42.42
I001002,ORD-10664,P00012,6.0,68.26,5.0,389.08,165.85
I001003,ORD-11142,P00022,1.0,95.79,15.0,81.42,14.98
I001004,ORD-10824,P00002,2.0,150.27,10.0,270.49,99.04
I001005,ORD-11343,P00034,1.0,25.15,20.0,20.12,-5.67
I001006,ORD-11639,P00006,3.0,153.49,25.0,345.35,61.06
I001007,ORD-10131,P00023,1.0,115.3,10.0,103.77,33.67
I001008,ORD-10253,P00016,4.0,425.29,5.0,1616.1,583.04
I001009,ORD-11402,P00019,1.0,44.59,0.0,44.59,12.83
I001010,ORD-11398,P00034,1.0,23.76,10.0,21.38,3.0
I001011,ORD-11857,P00001,3.0,215.99,10.0,583.17,212.46
I001012,ORD-11690,P00020,6.0,13.61,5.0,77.58,20.3
I001013,ORD-10909,P00035,4.0,43.36,10.0,156.1,35.98
I001014,ORD-10138,P00012,1.0,84.43,25.0,63.32,12.81
I001015,ORD-11165,P00001,5.0,142.01,0.0,710.05,307.48
I001016,ORD-10340,P00009,3.0,51.54,5.0,146.89,37.98
I001017,ORD-10388,P00004,4.0,83.83,0.0,335.32,138.83
I001018,ORD-10868,P00030,5.0,19.09,10.0,85.91,18.25
I001019,ORD-11918,P00029,1.0,42.3,20.0,33.84,4.67
I001020,ORD-10590,P00009,1.0,58.82,15.0,50.0,3.42
I001021,ORD-11153,P00037,11.0,296.08,5.0,3094.04,1116.45
I001022,ORD-11654,P00037,1.0,264.5,25.0,198.38,32.44
I001023,ORD-11982,P00022,1.0,43.48,0.0,43.48,10.5
I001024,ORD-10263,P00008,2.0,51.5,0.0,103.0,37.05
I001025,ORD-10066,P00024,4.0,14.54,15.0,49.44,10.7
I001026,ORD-10799,P00009,3.0,75.05,0.0,225.15,77.66
I001027,ORD-11203,P00012,4.0,39.58,5.0,150.4,60.22
I001028,ORD-11849,P00023,7.0,102.39,5.0,680.89,273.18
I001029,ORD-10867,P00038,2.0,54.24,15.0,92.21,25.36
I001030,ORD-11698,P00024,2.0,7.92,0.0,15.84,0.64
I001031,ORD-10213,P00007,4.0,22.41,5.0,85.16,33.68
I001032,ORD-10311,P00020,2.0,7.5,10.0,13.5,-4.47
I001033,ORD-11049,P00029,1.0,34.53,0.0,34.53,5.39
I001034,ORD-10018,P00022,3.0,76.33,0.0,228.99,83.79
I001035,ORD-10475,P00029,4.0,57.77,15.0,196.42,61.1
I001036,ORD-11726,P00024,2.0,10.66,5.0,20.25,2.6
I001037,ORD-11892,P00012,3.0,40.65,5.0,115.85,41.86
I001038,ORD-10294,P00021,4.0,17.75,5.0,67.45,22.47
I001039,ORD-10910,P00010,7.0,22.85,5.0,151.95,61.42
I001040,ORD-10714,P00019,4.0,59.34,20.0,189.89,46.41
I001041,ORD-10716,P00005,3.0,167.77,5.0,478.14,164.06
I001042,ORD-10810,P00030,3.0,24.66,10.0,66.58,11.52
I001043,ORD-10786,P00001,4.0,147.28,10.0,530.21,193.99
I001044,ORD-10919,P00004,4.0,63.81,5.0,242.48,89.37
I001045,ORD-11751,P00018,1.0,9.65,10.0,8.69,-1.51
I001046,ORD-10058,P00015,4.0,347.26,20.0,1111.23,266.81
I001047,ORD-11383,P00035,1.0,53.78,5.0,51.09,12.4
I001048,ORD-11622,P00032,3.0,104.66,0.0,313.98,131.74
I001049,ORD-11976,P00026,5.0,8.93,20.0,35.72,6.37
I001050,ORD-11301,P00026,2.0,17.94,0.0,35.88,6.88
I001051,ORD-11719,P00005,3.0,305.72,10.0,825.44,265.18
I001052,ORD-10448,P00021,10.0,13.76,10.0,123.84,43.94
I001053,ORD-10748,P00027,3.0,20.47,5.0,58.34,15.97
I001054,ORD-11186,P00011,3.0,4.11,0.0,12.33,-7.73
I001055,ORD-11446,P00012,6.0,98.0,15.0,499.8,185.46
I001056,ORD-11697,P00036,1.0,66.5,10.0,59.85,16.28
I001057,ORD-10315,P00032,2.0,121.67,10.0,219.01,74.52
I001058,ORD-11942,P00019,4.0,63.57,0.0,254.28,95.8
I001059,ORD-11094,P00020,4.0,10.58,5.0,40.2,7.06
I001060,ORD-10248,P00010,2.0,57.19,5.0,108.66,43.51
I001061,ORD-11240,P00011,2.0,9.18,15.0,15.61,-4.7
I001062,ORD-10818,P00027,2.0,32.02,10.0,57.64,15.61
I001063,ORD-11132,P00003,8.0,9.6,15.0,65.28,3.17
I001064,ORD-10608,P00018,4.0,9.95,5.0,37.81,7.89
I001065,ORD-10629,P00019,4.0,33.42,0.0,133.68,46.97
I001066,ORD-11246,P00002,1.0,132.41,10.0,119.17,39.69
I001067,ORD-10245,P00023,1.0,145.65,0.0,145.65,55.29
I001068,ORD-10613,P00031,1.0,20.03,5.0,19.03,1.06
I001069,ORD-11635,P00038,3.0,74.99,0.0,224.97,101.12
I001070,ORD-10108,P00028,3.0,45.38,10.0,122.53,44.8
I001071,ORD-10563,P00022,4.0,91.15,5.0,346.37,113.86
I001072,ORD-11347,P00019,2.0,64.84,20.0,103.74,25.48
I001073,ORD-11480,P00005,3.0,277.81,15.0,708.42,198.6
I001074,ORD-11823,P00024,4.0,15.31,15.0,52.05,7.42
I001075,ORD-11613,P00025,2.0,57.71,5.0,109.65,45.22
I001076,ORD-10055,P00038,4.0,36.93,15.0,125.56,36.78
I001077,ORD-11966,P00013,1.0,20.09,15.0,17.08,-2.54
I001078,ORD-10403,P00005,2.0,112.26,0.0,224.52,81.12
I001079,ORD-10140,P00013,3.0,22.08,10.0,59.62,19.51
I001080,ORD-11959,P00030,8.0,29.9,0.0,239.2,92.03
I001081,ORD-10929,P00032,2.0,79.84,10.0,143.71,48.65
I001082,ORD-11370,P00031,2.0,12.3,0.0,24.6,1.1
I001083,ORD-11534,P00036,1.0,30.33,5.0,28.81,5.24
I001084,ORD-10174,P00026,6.0,13.5,15.0,68.85,18.28
I001085,ORD-10848,P00025,3.0,68.42,10.0,184.73,70.01
I001086,ORD-11023,P00021,8.0,7.55,20.0,48.32,8.99
I001087,ORD-11314,P00008,5.0,57.26,10.0,257.67,83.12
I001088,ORD-11582,P00016,1.0,187.47,0.0,187.47,68.76
I001089,ORD-10544,P00029,2.0,50.79,0.0,101.58,38.0
I001090,ORD-11124,P00025,1.0,31.92,0.0,31.92,3.89
I001091,ORD-10493,P00026,8.0,15.17,0.0,121.36,43.33
I001092,ORD-10208,P00023,2.0,68.4,0.0,136.8,47.9
I001093,ORD-10484,P00025,5.0,57.12,0.0,285.6,123.39
I001094,ORD-10857,P00002,10.0,62.96,10.0,566.64,200.83
I001095,ORD-10901,P00016,5.0,214.38,15.0,911.12,249.05
I001096,ORD-11644,P00039,2.0,8.93,10.0,16.07,-6.29
I001097,ORD-11672,P00021,4.0,17.6,0.0,70.4,24.54
I001098,ORD-11073,P00031,9.0,22.04,0.0,198.36,89.39
I001099,ORD-11058,P00016,1.0,376.74,20.0,301.39,68.16
I001100,ORD-10370,P00002,1.0,174.88,15.0,148.65,43.91
I001101,ORD-11781,P00039,1.0,13.21,5.0,12.55,-3.73
I001102,ORD-11939,P00004,2.0,43.13,0.0,86.26,27.3
I001103,ORD-10184,P00019,4.0,41.61,20.0,133.15,29.97
I001104,ORD-10229,P00012,6.0,33.23,5.0,189.41,80.63
I001105,ORD-10286,P00031,4.0,12.55,25.0,37.65,2.64
I001106,ORD-10426,P00038,8.0,62.5,25.0,375.0,100.68
I001107,ORD-11799,P00019,2.0,31.01,10.0,55.82,14.86
I001108,ORD-11951,P00035,4.0,29.07,10.0,104.65,22.29
I001109,ORD-10466,P00036,5.0,62.9,0.0,314.5,129.47
I001110,ORD-11433,P00013,1.0,13.51,10.0,12.16,-1.86
I001111,ORD-11473,P00022,3.0,64.94,20.0,155.86,27.4
I001112,ORD-11491,P00028,1.0,20.04,0.0,20.04,3.51
I001113,ORD-11504,P00013,4.0,17.37,15.0,59.06,18.69
I001114,ORD-11938,P00009,2.0,73.07,15.0,124.22,22.56
I001115,ORD-10262,P00011,2.0,5.97,5.0,11.34,-1.04
I001116,ORD-10998,P00033,4.0,67.4,5.0,256.12,85.03
I001117,ORD-10050,P00018,3.0,13.57,5.0,38.67,7.37
I001118,ORD-10697,P00020,2.0,6.44,0.0,12.88,-2.63
I001119,ORD-10329,P00003,6.0,13.09,10.0,70.69,14.38
I001120,ORD-10011,P00002,9.0,164.14,0.0,1477.26,646.52
I001121,ORD-10931,P00035,3.0,49.49,15.0,126.2,21.05
I001122,ORD-10141,P00007,2.0,18.15,15.0,30.85,-0.38
I001123,ORD-10648,P00026,3.0,6.42,15.0,16.37,-7.69
I001124,ORD-11925,P00019,3.0,55.32,10.0,149.36,41.4
I001125,ORD-10076,P00007,5.0,17.85,0.0,89.25,34.64
I001126,ORD-11440,P00030,5.0,18.67,5.0,88.68,22.96
I001127,ORD-11573,P00001,2.0,83.77,15.0,142.41,42.21
I001128,ORD-11870,P00036,4.0,48.97,20.0,156.7,38.15
I001129,ORD-11920,P00031,1.0,29.28,15.0,24.89,0.85
I001130,ORD-10106,P00038,4.0,26.0,0.0,104.0,36.53
I001131,ORD-11522,P00019,4.0,31.83,5.0,120.95,38.91
I001132,ORD-10223,P00022,2.0,61.97,0.0,123.94,38.44
I001133,ORD-11955,P00035,6.0,47.45,5.0,270.47,78.64
I001134,ORD-10258,P00003,6.0,6.49,15.0,33.1,3.23
I001135,ORD-10879,P00004,3.0,37.06,20.0,88.94,14.77
I001136,ORD-11947,P00002,1.0,165.01,10.0,148.51,46.72
I001137,ORD-11826,P00038,3.0,66.59,5.0,189.78,76.75
I001138,ORD-10296,P00014,1.0,41.43,10.0,37.29,4.51
I001139,ORD-11399,P00037,1.0,160.45,5.0,152.43,50.27
I001140,ORD-10312,P00002,4.0,142.59,0.0,570.36,244.78
I001141,ORD-10512,P00019,3.0,37.56,10.0,101.41,27.65
I001142,ORD-10767,P00016,4.0,287.66,5.0,1093.11,386.94
I001143,ORD-11092,P00017,3.0,55.82,5.0,159.09,63.02
I001144,ORD-11797,P00020,6.0,7.06,20.0,33.89,5.22
I001145,ORD-10517,P00026,2.0,16.71,5.0,31.75,2.08
I001146,ORD-10999,P00013,10.0,8.48,10.0,76.32,17.12
I001147,ORD-11749,P00023,5.0,113.75,5.0,540.31,207.76
I001148,ORD-11228,P00006,8.0,88.37,5.0,671.61,230.95
I001149,ORD-10412,P00011,3.0,5.9,5.0,16.82,-6.36
I001150,ORD-10504,P00010,1.0,37.98,10.0,34.18,7.97
I001151,ORD-10988,P00012,5.0,34.24,10.0,154.08,48.23
I001152,ORD-11136,P00012,1.0,99.45,15.0,84.53,26.98
I001153,ORD-11883,P00019,10.0,53.93,5.0,512.33,196.06
I001154,ORD-10119,P00031,6.0,16.76,5.0,95.53,36.81
I001155,ORD-10021,P00028,4.0,20.47,10.0,73.69,20.95
I001156,ORD-10663,P00023,3.0,135.35,5.0,385.75,150.31
I001157,ORD-11018,P00024,4.0,13.9,0.0,55.6,18.8
I001158,ORD-11739,P00001,4.0,58.38,0.0,233.52,91.69
I001159,ORD-11774,P00031,2.0,21.81,10.0,39.26,5.24
I001160,ORD-11881,P00027,8.0,48.56,5.0,369.06,150.47
I001161,ORD-11965,P00015,1.0,371.21,10.0,334.09,105.76
I001162,ORD-10520,P00015,10.0,345.3,20.0,2762.4,657.86
I001163,ORD-10877,P00034,3.0,51.23,25.0,115.27,28.82
I001164,ORD-11475,P00033,8.0,35.17,5.0,267.29,72.75
I001165,ORD-10523,P00038,2.0,66.94,0.0,133.88,57.82
I001166,ORD-10833,P00030,1.0,26.72,0.0,26.72,2.98
I001167,ORD-10871,P00009,9.0,115.8,20.0,833.76,181.94
I001168,ORD-11209,P00011,2.0,9.28,20.0,14.85,-1.54
I001169,ORD-11542,P00007,3.0,17.78,0.0,53.34,15.87
I001170,ORD-11783,P00016,4.0,275.12,5.0,1045.46,371.23
I001171,ORD-11994,P00004,5.0,53.38,10.0,240.21,81.82
I001172,ORD-10391,P00038,2.0,77.59,10.0,139.66,46.78
I001173,ORD-11714,P00039,6.0,7.0,5.0,39.9,2.91
I001174,ORD-11851,P00010,1.0,61.38,10.0,55.24,13.87
I001175,ORD-10162,P00018,7.0,9.79,30.0,47.97,1.33
I001176,ORD-10416,P00026,1.0,8.54,0.0,8.54,-2.72
I001177,ORD-10038,P00028,1.0,26.92,15.0,22.88,2.51
I001178,ORD-10168,P00017,1.0,29.08,15.0,24.72,-1.8
I001179,ORD-10580,P00004,9.0,45.48,20.0,327.46,91.9
I001180,ORD-11269,P00011,1.0,4.87,15.0,4.14,-10.48
I001181,ORD-11341,P00030,3.0,19.93,25.0,44.84,-1.61
I001182,ORD-10939,P00015,1.0,239.53,25.0,179.65,23.91
I001183,ORD-11623,P00024,1.0,17.33,25.0,13.0,-6.08
I001184,ORD-11874,P00016,1.0,292.37,15.0,248.51,67.47
I001185,ORD-11864,P00021,1.0,13.36,0.0,13.36,0.03
I001186,ORD-10540,P00026,3.0,12.11,0.0,36.33,5.95
I001187,ORD-11054,P00037,5.0,94.04,5.0,446.69,150.37
I001188,ORD-10443,P00008,1.0,40.25,5.0,38.24,3.61
