event_id,event_date,customer_id,event_type,source
E001002A,2024-07-14,C00997,page_view,Email
E001002B,2024-07-14,C00997,purchase,Email
E001003A,2024-07-14,C00998,page_view,Direct
E001003B,2024-07-14,C00998,purchase,Direct
E001004A,2024-07-15,C00999,page_view,Organic Search
E001004B,2024-07-15,C00999,purchase,Organic Search
E001005A,2024-07-15,C01000,page_view,Paid Social
E001005B,2024-07-15,C01000,purchase,Paid Social
E001006A,2024-07-15,C01001,page_view,Email
E001006B,2024-07-15,C01001,purchase,Email
E001007A,2024-07-16,C01002,page_view,Direct
E001007B,2024-07-16,C01002,purchase,Direct
E001008A,2024-07-19,C01003,page_view,Organic Search
E001008B,2024-07-19,C01003,purchase,Organic Search
E001009A,2024-07-19,C01004,page_view,Paid Social
E001009B,2024-07-19,C01004,purchase,Paid Social
E001010A,2024-07-21,C01005,page_view,Email
E001010B,2024-07-21,C01005,purchase,Email
E001011A,2024-07-23,C01006,page_view,Direct
E001011B,2024-07-23,C01006,purchase,Direct
E001012A,2024-07-24,C01007,page_view,Organic Search
E001012B,2024-07-24,C01007,purchase,Organic Search
E001013A,2024-07-25,C01008,page_view,Paid Social
E001013B,2024-07-25,C01008,purchase,Paid Social
E001014A,2024-07-26,C01009,page_view,Email
E001014B,2024-07-26,C01009,purchase,Email
E001015A,2024-07-26,C01010,page_view,Direct
E001015B,2024-07-26,C01010,purchase,Direct
E001016A,2024-07-27,C01011,page_view,Organic Search
E001016B,2024-07-27,C01011,purchase,Organic Search
E001017A,2024-07-27,C01012,page_view,Paid Social
E001017B,2024-07-27,C01012,purchase,Paid Social
E001018A,2024-07-27,C01013,page_view,Email
E001018B,2024-07-27,C01013,purchase,Email
E001019A,2024-07-27,C01014,page_view,Direct
E001019B,2024-07-27,C01014,purchase,Direct
E001020A,2024-07-28,C01015,page_view,Organic Search
E001020B,2024-07-28,C01015,purchase,Organic Search
E001021A,2024-07-28,C01016,page_view,Paid Social
E001021B,2024-07-28,C01016,purchase,Paid Social
E001022A,2024-07-29,C01017,page_view,Email
E001022B,2024-07-29,C01017,purchase,Email
E001023A,2024-07-29,C01018,page_view,Direct
E001023B,2024-07-29,C01018,purchase,Direct
E001024A,2024-08-01,C01019,page_view,Organic Search
E001024B,2024-08-01,C01019,purchase,Organic Search
E001025A,2024-08-02,C01020,page_view,Paid Social
E001025B,2024-08-02,C01020,purchase,Paid Social
E001026A,2024-08-03,C01021,page_view,Email
E001026B,2024-08-03,C01021,purchase,Email
E001027A,2024-08-03,C01022,page_view,Direct
E001027B,2024-08-03,C01022,purchase,Direct
E001028A,2024-08-04,C01023,page_view,Organic Search
E001028B,2024-08-04,C01023,purchase,Organic Search
E001029A,2024-08-05,C01024,page_view,Paid Social
E001029B,2024-08-05,C01024,purchase,Paid Social
E001030A,2024-08-05,C01025,page_view,Email
E001030B,2024-08-05,C01025,purchase,Email
E001031A,2024-08-06,C01026,page_view,Direct
E001031B,2024-08-06,C01026,purchase,Direct
E001032A,2024-08-06,C01027,page_view,Organic Search
E001032B,2024-08-06,C01027,purchase,Organic Search
E001033A,2024-08-06,C01028,page_view,Paid Social
E001033B,2024-08-06,C01028,purchase,Paid Social
E001034A,2024-08-07,C01029,page_view,Email
E001034B,2024-08-07,C01029,purchase,Email
E001035A,2024-08-07,C01030,page_view,Direct
E001035B,2024-08-07,C01030,purchase,Direct
E001036A,2024-08-08,C01031,page_view,Organic Search
E001036B,2024-08-08,C01031,purchase,Organic Search
E001037A,2024-08-08,C01032,page_view,Paid Social
E001037B,2024-08-08,C01032,purchase,Paid Social
E001038A,2024-08-09,C01033,page_view,Email
E001038B,2024-08-09,C01033,purchase,Email
E001039A,2024-08-09,C01034,page_view,Direct
E001039B,2024-08-09,C01034,purchase,Direct
E001040A,2024-08-10,C01035,page_view,Organic Search
E001040B,2024-08-10,C01035,purchase,Organic Search
E001041A,2024-08-10,C01036,page_view,Paid Social
E001041B,2024-08-10,C01036,purchase,Paid Social
E001042A,2024-08-12,C01037,page_view,Email
E001042B,2024-08-12,C01037,purchase,Email
E001043A,2024-08-13,C01038,page_view,Direct
E001043B,2024-08-13,C01038,purchase,Direct
E001044A,2024-08-13,C01039,page_view,Organic Search
E001044B,2024-08-13,C01039,purchase,Organic Search
E001045A,2024-08-13,C01040,page_view,Paid Social
E001045B,2024-08-13,C01040,purchase,Paid Social
E001046A,2024-08-14,C01041,page_view,Email
E001046B,2024-08-14,C01041,purchase,Email
E001047A,2024-08-14,C01042,page_view,Direct
E001047B,2024-08-14,C01042,purchase,Direct
E001048A,2024-08-14,C01043,page_view,Organic Search
E001048B,2024-08-14,C01043,purchase,Organic Search
E001049A,2024-08-14,C01044,page_view,Paid Social
E001049B,2024-08-14,C01044,purchase,Paid Social
E001050A,2024-08-15,C01045,page_view,Email
E001050B,2024-08-15,C01045,purchase,Email
E001051A,2024-08-15,C01046,page_view,Direct
E001051B,2024-08-15,C01046,purchase,Direct
E001052A,2024-08-16,C01047,page_view,Organic Search
E001052B,2024-08-16,C01047,purchase,Organic Search
E001053A,2024-08-16,C01048,page_view,Paid Social
E001053B,2024-08-16,C01048,purchase,Paid Social
E001054A,2024-08-16,C01049,page_view,Email
E001054B,2024-08-16,C01049,purchase,Email
E001055A,2024-08-16,C01050,page_view,Direct
E001055B,2024-08-16,C01050,purchase,Direct
E001056A,2024-08-16,C01051,page_view,Organic Search
E001056B,2024-08-16,C01051,purchase,Organic Search
E001057A,2024-08-18,C01052,page_view,Paid Social
E001057B,2024-08-18,C01052,purchase,Paid Social
E001058A,2024-08-18,C01053,page_view,Email
E001058B,2024-08-18,C01053,purchase,Email
E001059A,2024-08-19,C01054,page_view,Direct
E001059B,2024-08-19,C01054,purchase,Direct
E001060A,2024-08-20,C01055,page_view,Organic Search
E001060B,2024-08-20,C01055,purchase,Organic Search
E001061A,2024-08-20,C01056,page_view,Paid Social
E001061B,2024-08-20,C01056,purchase,Paid Social
E001062A,2024-08-22,C01057,page_view,Email
E001062B,2024-08-22,C01057,purchase,Email
E001063A,2024-08-24,C01058,page_view,Direct
E001063B,2024-08-24,C01058,purchase,Direct
E001064A,2024-08-25,C01059,page_view,Organic Search
E001064B,2024-08-25,C01059,purchase,Organic Search
E001065A,2024-08-25,C01060,page_view,Paid Social
E001065B,2024-08-25,C01060,purchase,Paid Social
E001066A,2024-08-25,C01061,page_view,Email
E001066B,2024-08-25,C01061,purchase,Email
E001067A,2024-08-26,C01062,page_view,Direct
E001067B,2024-08-26,C01062,purchase,Direct
E001068A,2024-08-26,C01063,page_view,Organic Search
E001068B,2024-08-26,C01063,purchase,Organic Search
E001069A,2024-08-26,C01064,page_view,Paid Social
E001069B,2024-08-26,C01064,purchase,Paid Social
E001070A,2024-08-28,C01065,page_view,Email
E001070B,2024-08-28,C01065,purchase,Email
E001071A,2024-08-28,C01066,page_view,Direct
E001071B,2024-08-28,C01066,purchase,Direct
E001072A,2024-08-28,C01067,page_view,Organic Search
E001072B,2024-08-28,C01067,purchase,Organic Search
E001073A,2024-08-29,C01068,page_view,Paid Social
E001073B,2024-08-29,C01068,purchase,Paid Social
E001074A,2024-08-29,C01069,page_view,Email
E001074B,2024-08-29,C01069,purchase,Email
E001075A,2024-08-30,C01070,page_view,Direct
E001075B,2024-08-30,C01070,purchase,Direct
E001076A,2024-08-31,C01071,page_view,Organic Search
E001076B,2024-08-31,C01071,purchase,Organic Search
E001077A,2024-09-01,C01072,page_view,Paid Social
E001077B,2024-09-01,C01072,purchase,Paid Social
E001078A,2024-09-03,C01073,page_view,Email
E001078B,2024-09-03,C01073,purchase,Email
E001079A,2024-09-04,C01074,page_view,Direct
E001079B,2024-09-04,C01074,purchase,Direct
E001080A,2024-09-04,C01075,page_view,Organic Search
E001080B,2024-09-04,C01075,purchase,Organic Search
E001081A,2024-09-05,C01076,page_view,Paid Social
E001081B,2024-09-05,C01076,purchase,Paid Social
E001082A,2024-09-05,C01077,page_view,Email
E001082B,2024-09-05,C01077,purchase,Email
E001083A,2024-09-05,C01078,page_view,Direct
E001083B,2024-09-05,C01078,purchase,Direct
E001084A,2024-09-06,C01079,page_view,Organic Search
E001084B,2024-09-06,C01079,purchase,Organic Search
E001085A,2024-09-06,C01080,page_view,Paid Social
E001085B,2024-09-06,C01080,purchase,Paid Social
E001086A,2024-09-06,C01081,page_view,Email
E001086B,2024-09-06,C01081,purchase,Email
E001087A,2024-09-06,C01082,page_view,Direct
E001087B,2024-09-06,C01082,purchase,Direct
E001088A,2024-09-06,C01083,page_view,Organic Search
E001088B,2024-09-06,C01083,purchase,Organic Search
E001089A,2024-09-07,C01084,page_view,Paid Social
E001089B,2024-09-07,C01084,purchase,Paid Social
E001090A,2024-09-07,C01085,page_view,Email
E001090B,2024-09-07,C01085,purchase,Email
E001091A,2024-09-09,C01086,page_view,Direct
E001091B,2024-09-09,C01086,purchase,Direct
E001092A,2024-09-10,C01087,page_view,Organic Search
E001092B,2024-09-10,C01087,purchase,Organic Search
E001093A,2024-09-10,C01088,page_view,Paid Social
E001093B,2024-09-10,C01088,purchase,Paid Social
E001094A,2024-09-10,C01089,page_view,Email
E001094B,2024-09-10,C01089,purchase,Email
E001095A,2024-09-10,C01090,page_view,Direct
E001095B,2024-09-10,C01090,purchase,Direct
E001096A,2024-09-11,C01091,page_view,Organic Search
E001096B,2024-09-11,C01091,purchase,Organic Search
E001097A,2024-09-11,C01092,page_view,Paid Social
E001097B,2024-09-11,C01092,purchase,Paid Social
E001098A,2024-09-12,C01093,page_view,Email
E001098B,2024-09-12,C01093,purchase,Email
E001099A,2024-09-13,C01094,page_view,Direct
E001099B,2024-09-13,C01094,purchase,Direct
E001100A,2024-09-14,C01095,page_view,Organic Search
E001100B,2024-09-14,C01095,purchase,Organic Search
E001101A,2024-09-14,C01096,page_view,Paid Social
E001101B,2024-09-14,C01096,purchase,Paid Social
E001102A,2024-09-14,C01097,page_view,Email
E001102B,2024-09-14,C01097,purchase,Email
E001103A,2024-09-15,C01098,page_view,Direct
E001103B,2024-09-15,C01098,purchase,Direct
E001104A,2024-09-15,C01099,page_view,Organic Search
E001104B,2024-09-15,C01099,purchase,Organic Search
E001105A,2024-09-15,C01100,page_view,Paid Social
E001105B,2024-09-15,C01100,purchase,Paid Social
E001106A,2024-09-15,C01101,page_view,Email
E001106B,2024-09-15,C01101,purchase,Email
E001107A,2024-09-15,C01102,page_view,Direct
E001107B,2024-09-15,C01102,purchase,Direct
E001108A,2024-09-15,C01103,page_view,Organic Search
E001108B,2024-09-15,C01103,purchase,Organic Search
E001109A,2024-09-16,C01104,page_view,Paid Social
E001109B,2024-09-16,C01104,purchase,Paid Social
E001110A,2024-09-16,C01105,page_view,Email
E001110B,2024-09-16,C01105,purchase,Email
E001111A,2024-09-16,C01106,page_view,Direct
E001111B,2024-09-16,C01106,purchase,Direct
E001112A,2024-09-16,C01107,page_view,Organic Search
E001112B,2024-09-16,C01107,purchase,Organic Search
E001113A,2024-09-16,C01108,page_view,Paid Social
E001113B,2024-09-16,C01108,purchase,Paid Social
E001114A,2024-09-16,C01109,page_view,Email
E001114B,2024-09-16,C01109,purchase,Email
E001115A,2024-09-17,C01110,page_view,Direct
E001115B,2024-09-17,C01110,purchase,Direct
E001116A,2024-09-18,C01111,page_view,Organic Search
E001116B,2024-09-18,C01111,purchase,Organic Search
E001117A,2024-09-19,C01112,page_view,Paid Social
E001117B,2024-09-19,C01112,purchase,Paid Social
E001118A,2024-09-19,C01113,page_view,Email
E001118B,2024-09-19,C01113,purchase,Email
E001119A,2024-09-20,C01114,page_view,Direct
E001119B,2024-09-20,C01114,purchase,Direct
E001120A,2024-09-21,C01115,page_view,Organic Search
E001120B,2024-09-21,C01115,purchase,Organic Search
E001121A,2024-09-21,C01116,page_view,Paid Social
E001121B,2024-09-21,C01116,purchase,Paid Social
E001122A,2024-09-22,C01117,page_view,Email
E001122B,2024-09-22,C01117,purchase,Email
E001123A,2024-09-22,C01118,page_view,Direct
E001123B,2024-09-22,C01118,purchase,Direct
E001124A,2024-09-23,C01119,page_view,Organic Search
E001124B,2024-09-23,C01119,purchase,Organic Search
E001125A,2024-09-24,C01120,page_view,Paid Social
E001125B,2024-09-24,C01120,purchase,Paid Social
E001126A,2024-09-24,C01121,page_view,Email
E001126B,2024-09-24,C01121,purchase,Email
E001127A,2024-09-24,C01122,page_view,Direct
E001127B,2024-09-24,C01122,purchase,Direct
E001128A,2024-09-25,C01123,page_view,Organic Search
E001128B,2024-09-25,C01123,purchase,Organic Search
E001129A,2024-09-26,C01124,page_view,Paid Social
E001129B,2024-09-26,C01124,purchase,Paid Social
E001130A,2024-09-27,C01125,page_view,Email
E001130B,2024-09-27,C01125,purchase,Email
E001131A,2024-09-27,C01126,page_view,Direct
E001131B,2024-09-27,C01126,purchase,Direct
E001132A,2024-09-28,C01127,page_view,Organic Search
E001132B,2024-09-28,C01127,purchase,Organic Search
E001133A,2024-09-28,C01128,page_view,Paid Social
E001133B,2024-09-28,C01128,purchase,Paid Social
E001134A,2024-09-29,C01129,page_view,Email
E001134B,2024-09-29,C01129,purchase,Email
E001135A,2024-09-29,C01130,page_view,Direct
E001135B,2024-09-29,C01130,purchase,Direct
E001136A,2024-09-30,C01131,page_view,Organic Search
E001136B,2024-09-30,C01131,purchase,Organic Search
E001137A,2024-10-01,C01132,page_view,Paid Social
E001137B,2024-10-01,C01132,purchase,Paid Social
E001138A,2024-10-02,C01133,page_view,Email
E001138B,2024-10-02,C01133,purchase,Email
E001139A,2024-10-02,C01134,page_view,Direct
E001139B,2024-10-02,C01134,purchase,Direct
E001140A,2024-10-03,C01135,page_view,Organic Search
E001140B,2024-10-03,C01135,purchase,Organic Search
E001141A,2024-10-03,C01136,page_view,Paid Social
E001141B,2024-10-03,C01136,purchase,Paid Social
E001142A,2024-10-03,C01137,page_view,Email
E001142B,2024-10-03,C01137,purchase,Email
E001143A,2024-10-03,C01138,page_view,Direct
E001143B,2024-10-03,C01138,purchase,Direct
E001144A,2024-10-03,C01139,page_view,Organic Search
E001144B,2024-10-03,C01139,purchase,Organic Search
E001145A,2024-10-04,C01140,page_view,Paid Social
E001145B,2024-10-04,C01140,purchase,Paid Social
E001146A,2024-10-04,C01141,page_view,Email
E001146B,2024-10-04,C01141,purchase,Email
E001147A,2024-10-04,C01142,page_view,Direct
E001147B,2024-10-04,C01142,purchase,Direct
E001148A,2024-10-05,C01143,page_view,Organic Search
E001148B,2024-10-05,C01143,purchase,Organic Search
E001149A,2024-10-06,C01144,page_view,Paid Social
E001149B,2024-10-06,C01144,purchase,Paid Social
E001150A,2024-10-06,C01145,page_view,Email
E001150B,2024-10-06,C01145,purchase,Email
E001151A,2024-10-06,C01146,page_view,Direct
E001151B,2024-10-06,C01146,purchase,Direct
E001152A,2024-10-06,C01147,page_view,Organic Search
E001152B,2024-10-06,C01147,purchase,Organic Search
E001153A,2024-10-06,C01148,page_view,Paid Social
E001153B,2024-10-06,C01148,purchase,Paid Social
E001154A,2024-10-08,C01149,page_view,Email
E001154B,2024-10-08,C01149,purchase,Email
E001155A,2024-10-09,C01150,page_view,Direct
E001155B,2024-10-09,C01150,purchase,Direct
E001156A,2024-10-09,C01151,page_view,Organic Search
E001156B,2024-10-09,C01151,purchase,Organic Search
E001157A,2024-10-09,C01152,page_view,Paid Social
E001157B,2024-10-09,C01152,purchase,Paid Social
E001158A,2024-10-09,C01153,page_view,Email
E001158B,2024-10-09,C01153,purchase,Email
E001159A,2024-10-09,C01154,page_view,Direct
E001159B,2024-10-09,C01154,purchase,Direct
E001160A,2024-10-09,C01155,page_view,Organic Search
E001160B,2024-10-09,C01155,purchase,Organic Search
E001161A,2024-10-09,C01156,page_view,Paid Social
E001161B,2024-10-09,C01156,purchase,Paid Social
E001162A,2024-10-10,C01157,page_view,Email
E001162B,2024-10-10,C01157,purchase,Email
E001163A,2024-10-10,C01158,page_view,Direct
E001163B,2024-10-10,C01158,purchase,Direct
E001164A,2024-10-10,C01159,page_view,Organic Search
E001164B,2024-10-10,C01159,purchase,Organic Search
E001165A,2024-10-11,C01160,page_view,Paid Social
E001165B,2024-10-11,C01160,purchase,Paid Social
E001166A,2024-10-11,C01161,page_view,Email
E001166B,2024-10-11,C01161,purchase,Email
E001167A,2024-10-11,C01162,page_view,Direct
E001167B,2024-10-11,C01162,purchase,Direct
E001168A,2024-10-11,C01163,page_view,Organic Search
E001168B,2024-10-11,C01163,purchase,Organic Search
E001169A,2024-10-11,C01164,page_view,Paid Social
E001169B,2024-10-11,C01164,purchase,Paid Social
E001170A,2024-10-13,C01165,page_view,Email
E001170B,2024-10-13,C01165,purchase,Email
E001171A,2024-10-13,C01166,page_view,Direct
E001171B,2024-10-13,C01166,purchase,Direct
E001172A,2024-10-14,C01167,page_view,Organic Search
E001172B,2024-10-14,C01167,purchase,Organic Search
E001173A,2024-10-14,C01168,page_view,Paid Social
E001173B,2024-10-14,C01168,purchase,Paid Social
E001174A,2024-10-14,C01169,page_view,Email
E001174B,2024-10-14,C01169,purchase,Email
E001175A,2024-10-15,C01170,page_view,Direct
E001175B,2024-10-15,C01170,purchase,Direct
E001176A,2024-10-15,C01171,page_view,Organic Search
E001176B,2024-10-15,C01171,purchase,Organic Search
E001177A,2024-10-16,C01172,page_view,Paid Social
E001177B,2024-10-16,C01172,purchase,Paid Social
E001178A,2024-10-17,C01173,page_view,Email
E001178B,2024-10-17,C01173,purchase,Email
E001179A,2024-10-17,C01174,page_view,Direct
E001179B,2024-10-17,C01174,purchase,Direct
E001180A,2024-10-17,C01175,page_view,Organic Search
E001180B,2024-10-17,C01175,purchase,Organic Search
E001181A,2024-10-18,C01176,page_view,Paid Social
E001181B,2024-10-18,C01176,purchase,Paid Social
E001182A,2024-10-19,C01177,page_view,Email
E001182B,2024-10-19,C01177,purchase,Email
E001183A,2024-10-19,C01178,page_view,Direct
E001183B,2024-10-19,C01178,purchase,Direct
E001184A,2024-10-19,C01179,page_view,Organic Search
E001184B,2024-10-19,C01179,purchase,Organic Search
E001185A,2024-10-21,C01180,page_view,Paid Social
E001185B,2024-10-21,C01180,purchase,Paid Social
E001186A,2024-10-23,C01181,page_view,Email
E001186B,2024-10-23,C01181,purchase,Email
E001187A,2024-10-23,C01182,page_view,Direct
E001187B,2024-10-23,C01182,purchase,Direct
E001188A,2024-10-24,C01183,page_view,Organic Search
E001188B,2024-10-24,C01183,purchase,Organic Search
E001189A,2024-10-24,C01184,page_view,Paid Social
E001189B,2024-10-24,C01184,purchase,Paid Social
E001190A,2024-10-25,C01185,page_view,Email
E001190B,2024-10-25,C01185,purchase,Email
E001191A,2024-10-25,C01186,page_view,Direct
E001191B,2024-10-25,C01186,purchase,Direct
E001192A,2024-10-26,C01187,page_view,Organic Search
E001192B,2024-10-26,C01187,purchase,Organic Search
E001193A,2024-10-26,C01188,page_view,Paid Social
E001193B,2024-10-26,C01188,purchase,Paid Social
E001194A,2024-10-26,C01189,page_view,Email
E001194B,2024-10-26,C01189,purchase,Email
E001195A,2024-10-26,C01190,page_view,Direct
E001195B,2024-10-26,C01190,purchase,Direct
E001196A,2024-10-27,C01191,page_view,Organic Search
E001196B,2024-10-27,C01191,purchase,Organic Search
E001197A,2024-10-27,C01192,page_view,Paid Social
E001197B,2024-10-27,C01192,purchase,Paid Social
E001198A,2024-10-27,C01193,page_view,Email
E001198B,2024-10-27,C01193,purchase,Email
E001199A,2024-10-27,C01194,page_view,Direct
E001199B,2024-10-27,C01194,purchase,Direct
E001200A,2024-10-27,C01195,page_view,Organic Search
E001200B,2024-10-27,C01195,purchase,Organic Search
E001201A,2024-10-28,C01196,page_view,Paid Social
E001201B,2024-10-28,C01196,purchase,Paid Social
E001202A,2024-10-29,C01197,page_view,Email
E001202B,2024-10-29,C01197,purchase,Email
E001203A,2024-10-29,C01198,page_view,Direct
E001203B,2024-10-29,C01198,purchase,Direct
E001204A,2024-10-30,C01199,page_view,Organic Search
E001204B,2024-10-30,C01199,purchase,Organic Search
E001205A,2024-10-30,C01200,page_view,Paid Social
E001205B,2024-10-30,C01200,purchase,Paid Social
E001206A,2024-10-30,C01201,page_view,Email
E001206B,2024-10-30,C01201,purchase,Email
E001207A,2024-10-31,C01202,page_view,Direct
E001207B,2024-10-31,C01202,purchase,Direct
E001208A,2024-10-31,C01203,page_view,Organic Search
E001208B,2024-10-31,C01203,purchase,Organic Search
E001209A,2024-10-31,C01204,page_view,Paid Social
E001209B,2024-10-31,C01204,purchase,Paid Social
E001210A,2024-10-31,C01205,page_view,Email
E001210B,2024-10-31,C01205,purchase,Email
E001211A,2024-10-31,C01206,page_view,Direct
E001211B,2024-10-31,C01206,purchase,Direct
E001212A,2024-10-31,C01207,page_view,Organic Search
E001212B,2024-10-31,C01207,purchase,Organic Search
E001213A,2024-11-01,C01208,page_view,Paid Social
E001213B,2024-11-01,C01208,purchase,Paid Social
E001214A,2024-11-02,C01209,page_view,Email
E001214B,2024-11-02,C01209,purchase,Email
E001215A,2024-11-02,C01210,page_view,Direct
E001215B,2024-11-02,C01210,purchase,Direct
E001216A,2024-11-05,C01211,page_view,Organic Search
E001216B,2024-11-05,C01211,purchase,Organic Search
E001217A,2024-11-05,C01212,page_view,Paid Social
E001217B,2024-11-05,C01212,purchase,Paid Social
E001218A,2024-11-05,C00439,page_view,Email
E001218B,2024-11-05,C00439,purchase,Email
E001219A,2024-11-05,C01213,page_view,Direct
E001219B,2024-11-05,C01213,purchase,Direct
E001220A,2024-11-05,C01214,page_view,Organic Search
E001220B,2024-11-05,C01214,purchase,Organic Search
E001221A,2024-11-06,C01215,page_view,Paid Social
E001221B,2024-11-06,C01215,purchase,Paid Social
E001222A,2024-11-07,C01216,page_view,Email
E001222B,2024-11-07,C01216,purchase,Email
E001223A,2024-11-07,C01217,page_view,Direct
E001223B,2024-11-07,C01217,purchase,Direct
E001224A,2024-11-07,C01218,page_view,Organic Search
E001224B,2024-11-07,C01218,purchase,Organic Search
E001225A,2024-11-08,C01219,page_view,Paid Social
E001225B,2024-11-08,C01219,purchase,Paid Social
E001226A,2024-11-09,C01220,page_view,Email
E001226B,2024-11-09,C01220,purchase,Email
E001227A,2024-11-09,C01221,page_view,Direct
E001227B,2024-11-09,C01221,purchase,Direct
E001228A,2024-11-09,C01222,page_view,Organic Search
E001228B,2024-11-09,C01222,purchase,Organic Search
E001229A,2024-11-09,C01223,page_view,Paid Social
E001229B,2024-11-09,C01223,purchase,Paid Social
E001230A,2024-11-09,C01224,page_view,Email
E001230B,2024-11-09,C01224,purchase,Email
E001231A,2024-11-09,C01225,page_view,Direct
E001231B,2024-11-09,C01225,purchase,Direct
E001232A,2024-11-10,C01226,page_view,Organic Search
E001232B,2024-11-10,C01226,purchase,Organic Search
E001233A,2024-11-13,C01227,page_view,Paid Social
E001233B,2024-11-13,C01227,purchase,Paid Social
E001234A,2024-11-13,C01228,page_view,Email
E001234B,2024-11-13,C01228,purchase,Email
E001235A,2024-11-14,C01229,page_view,Direct
E001235B,2024-11-14,C01229,purchase,Direct
E001236A,2024-11-15,C01230,page_view,Organic Search
E001236B,2024-11-15,C01230,purchase,Organic Search
E001237A,2024-11-16,C01231,page_view,Paid Social
E001237B,2024-11-16,C01231,purchase,Paid Social
E001238A,2024-11-16,C01232,page_view,Email
E001238B,2024-11-16,C01232,purchase,Email
E001239A,2024-11-17,C01233,page_view,Direct
E001239B,2024-11-17,C01233,purchase,Direct
E001240A,2024-11-17,C01234,page_view,Organic Search
E001240B,2024-11-17,C01234,purchase,Organic Search
E001241A,2024-11-17,C01235,page_view,Paid Social
E001241B,2024-11-17,C01235,purchase,Paid Social
E001242A,2024-11-17,C01236,page_view,Email
E001242B,2024-11-17,C01236,purchase,Email
E001243A,2024-11-17,C01237,page_view,Direct
E001243B,2024-11-17,C01237,purchase,Direct
E001244A,2024-11-18,C01238,page_view,Organic Search
E001244B,2024-11-18,C01238,purchase,Organic Search
E001245A,2024-11-19,C01239,page_view,Paid Social
E001245B,2024-11-19,C01239,purchase,Paid Social
E001246A,2024-11-20,C01240,page_view,Email
E001246B,2024-11-20,C01240,purchase,Email
E001247A,2024-11-20,C01241,page_view,Direct
E001247B,2024-11-20,C01241,purchase,Direct
E001248A,2024-11-21,C01242,page_view,Organic Search
E001248B,2024-11-21,C01242,purchase,Organic Search
E001249A,2024-11-21,C01243,page_view,Paid Social
E001249B,2024-11-21,C01243,purchase,Paid Social
E001250A,2024-11-21,C01244,page_view,Email
E001250B,2024-11-21,C01244,purchase,Email
E001251A,2024-11-21,C01245,page_view,Direct
E001251B,2024-11-21,C01245,purchase,Direct
E001252A,2024-11-21,C01246,page_view,Organic Search
E001252B,2024-11-21,C01246,purchase,Organic Search
E001253A,2024-11-22,C01247,page_view,Paid Social
E001253B,2024-11-22,C01247,purchase,Paid Social
E001254A,2024-11-22,C01248,page_view,Email
E001254B,2024-11-22,C01248,purchase,Email
E001255A,2024-11-24,C01249,page_view,Direct
E001255B,2024-11-24,C01249,purchase,Direct
E001256A,2024-11-24,C01250,page_view,Organic Search
E001256B,2024-11-24,C01250,purchase,Organic Search
E001257A,2024-11-24,C01251,page_view,Paid Social
E001257B,2024-11-24,C01251,purchase,Paid Social
E001258A,2024-11-25,C01252,page_view,Email
E001258B,2024-11-25,C01252,purchase,Email
E001259A,2024-11-25,C01253,page_view,Direct
E001259B,2024-11-25,C01253,purchase,Direct
E001260A,2024-11-26,C01254,page_view,Organic Search
E001260B,2024-11-26,C01254,purchase,Organic Search
E001261A,2024-11-26,C01255,page_view,Paid Social
E001261B,2024-11-26,C01255,purchase,Paid Social
E001262A,2024-11-26,C01256,page_view,Email
E001262B,2024-11-26,C01256,purchase,Email
E001263A,2024-11-28,C01257,page_view,Direct
E001263B,2024-11-28,C01257,purchase,Direct
E001264A,2024-11-28,C01258,page_view,Organic Search
E001264B,2024-11-28,C01258,purchase,Organic Search
E001265A,2024-11-28,C01259,page_view,Paid Social
E001265B,2024-11-28,C01259,purchase,Paid Social
E001266A,2024-11-29,C01260,page_view,Email
E001266B,2024-11-29,C01260,purchase,Email
E001267A,2024-11-30,C01261,page_view,Direct
E001267B,2024-11-30,C01261,purchase,Direct
E001268A,2024-11-30,C01262,page_view,Organic Search
E001268B,2024-11-30,C01262,purchase,Organic Search
E001269A,2024-11-30,C01263,page_view,Paid Social
E001269B,2024-11-30,C01263,purchase,Paid Social
E001270A,2024-11-30,C01264,page_view,Email
E001270B,2024-11-30,C01264,purchase,Email
E001271A,2024-12-01,C01265,page_view,Direct
E001271B,2024-12-01,C01265,purchase,Direct
E001272A,2024-12-02,C01266,page_view,Organic Search
E001272B,2024-12-02,C01266,purchase,Organic Search
E001273A,2024-12-03,C01267,page_view,Paid Social
E001273B,2024-12-03,C01267,purchase,Paid Social
E001274A,2024-12-03,C01268,page_view,Email
E001274B,2024-12-03,C01268,purchase,Email
E001275A,2024-12-03,C01269,page_view,Direct
E001275B,2024-12-03,C01269,purchase,Direct
E001276A,2024-12-05,C01270,page_view,Organic Search
E001276B,2024-12-05,C01270,purchase,Organic Search
E001277A,2024-12-05,C01271,page_view,Paid Social
E001277B,2024-12-05,C01271,purchase,Paid Social
E001278A,2024-12-06,C01272,page_view,Email
E001278B,2024-12-06,C01272,purchase,Email
E001279A,2024-12-08,C01273,page_view,Direct
E001279B,2024-12-08,C01273,purchase,Direct
E001280A,2024-12-08,C01274,page_view,Organic Search
E001280B,2024-12-08,C01274,purchase,Organic Search
E001281A,2024-12-08,C01275,page_view,Paid Social
E001281B,2024-12-08,C01275,purchase,Paid Social
E001282A,2024-12-09,C01276,page_view,Email
E001282B,2024-12-09,C01276,purchase,Email
E001283A,2024-12-09,C01277,page_view,Direct
E001283B,2024-12-09,C01277,purchase,Direct
E001284A,2024-12-09,C01278,page_view,Organic Search
